,name,url,Rating,description,bbox,Destination,Lat,Lon
489,Hotel Europole,https://www.booking.com/hotel/fr/europole.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=4995401_295846117_0_2_0&highlighted_blocks=4995401_295846117_0_2_0&matching_block_id=4995401_295846117_0_2_0&sr_pri_blocks=4995401_295846117_0_2_0__21700&from=searchresults#hotelTmpl,"7,9","['L’Hotel Europole propose des hébergements dans le centre de Grenoble, à moins de 100 mètres de la gare SNCF et à 3 minutes de marche du palais de justice.', ""Les chambres sont modernes et disposent de la climatisation, d'une télévision à écran plat ainsi que d'une connexion Wi-Fi. Elles sont desservies par un ascenseur."", 'La réception de l’hôtel est ouverte 24h/24, et des services de blanchisserie ainsi que de nettoyage à sec sont assurés.', 'L’Hotel Europole se trouve à 45 km de l’aéroport de Grenoble-Isère. Un parking public est disponible sur place. ']","5.68712523433675,45.1722721346582,5.73820272233973,45.2082029678044",Grenoble,45.1902375512313,5.71266397833824
490,Le Hüb - Grenoble,https://www.booking.com/hotel/fr/le-hub-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=548104903_216428260_0_42_0&highlighted_blocks=548104903_216428260_0_42_0&matching_block_id=548104903_216428260_0_42_0&sr_pri_blocks=548104903_216428260_0_42_0__19618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Hüb - Grenoble\xa0! "", 'Le Hüb - Grenoble vous accueille à 300 mètres du centre de congrès World Trade Center Grenoble. Il propose un salon commun, un restaurant, un bar et un jardin. Vous y bénéficierez d’une connexion Wi-Fi gratuite et d’un parking privé.', 'Ses hébergements climatisés disposent d’une cuisine entièrement équipée avec coin repas, d’une télévision à écran plat ainsi que d’une salle de bains privative avec baignoire, sèche-cheveux et articles de toilette gratuits. Un micro-ondes, un réfrigérateur, une bouilloire et une machine à café sont également fournis.', ""Cet appart'hôtel sert un petit-déjeuner buffet le matin."", ""Vous disposerez aussi d'une terrasse sur place."", ""Vous séjournerez à 2,7 km du stade des Alpes et à 5 km du parc événementiel AlpExpo. Enfin, l'aéroport de Grenoble-Isère, le plus proche, se trouve à 44 km du Hüb - Grenoble. ""]","5.68637707337778,45.1749075834269,5.73745692662221,45.2108384165731",Grenoble,45.192873,5.711916999999994
491,Hôtel Terminus,https://www.booking.com/hotel/fr/hotelterminus.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=21601106_338895849_0_2_0&highlighted_blocks=21601106_338895849_0_2_0&matching_block_id=21601106_338895849_0_2_0&sr_pri_blocks=21601106_338895849_0_2_0__18320&from=searchresults#hotelTmpl,"7,6","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Terminus\xa0! "", 'Cet hôtel Best Western est situé à Grenoble, en face des gares routière et SNCF. Il propose des chambres climatisées et insonorisées avec télévision par satellite et connexion Wi-Fi gratuite.', ""Le Hôtel Terminus dispose d'une réception ouverte 24h/24 et d'un service de change."", ""Le Terminus se trouve à 5 minutes du World Trade Center et à 1 kilomètre de l'autoroute A48, qui offre un accès facile à Lyon et à Genève."", ""Vous pourrez utiliser le service de location de vélos et de voitures de l'hôtel pour découvrir Grenoble et la région Rhône-Alpes. ""]","5.69005919376225,45.1731128395902,5.74113743623882,45.2090436727364",Grenoble,45.1910782561633,5.715598315000535
492,Le Hüb hostel - Grenoble,https://www.booking.com/hotel/fr/le-hub-hostel-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=564224614_213246763_0_2_0&highlighted_blocks=564224614_213246763_0_2_0&matching_block_id=564224614_213246763_0_2_0&sr_pri_blocks=564224614_213246763_0_2_0__9300&from=searchresults#hotelTmpl,"7,7","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Hüb hostel - Grenoble\xa0! "", 'L’auberge de jeunesse Le Hüb hostel - Grenoble vous accueille à Grenoble, à 300 mètres du centre des congrès du WTC. Elle possède un bar, un parking privé, un salon commun, un jardin et une terrasse. Les chambres climatisées de cet établissement 3 étoiles sont pourvues d’une connexion Wi-Fi gratuite et de l’accès à une salle de bains commune. Sur place, vous pourrez profiter d’un karaoké et d’une réception ouverte 24h/24.', 'Tous les matins, cette auberge de jeunesse vous servira un petit-déjeuner continental.', 'Lors de votre séjour, vous aurez la possibilité de pratiquer plusieurs activités à Grenoble et dans les environs, telles que le ski.', 'L’établissement se trouve à 7 km du parc des expositions Alpexpo et à 3,8 km du stade des Alpes. L’aéroport de Grenoble-Alpes-Isère, le plus proche, est à 44 km du Hüb hostel - Grenoble. ']","5.68637707337778,45.1749075834269,5.73745692662221,45.2108384165731",Grenoble,45.192873,5.711916999999994
493,Mercure Grenoble Centre Alpotel,https://www.booking.com/hotel/fr/mercure-grenoble-centre-alpotel.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=5703102_246025091_2_2_0&highlighted_blocks=5703102_246025091_2_2_0&matching_block_id=5703102_246025091_2_2_0&sr_pri_blocks=5703102_246025091_2_2_0__34360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,6","[""Le Mercure Grenoble Centre Alpotel est situé au cœur de Grenoble, à 2 km de Minatec. L'hôtel dispose d'un restaurant servant une cuisine régionale contemporaine."", ""Les chambres confortables, climatisées et insonorisées de cet établissement 4 étoiles sont dotées d'une connexion Wi-Fi."", ""Un petit-déjeuner buffet est servi tous les matins. Le soir, vous pourrez déguster des plats régionaux au Café Pourpre, le restaurant de l'hôtel."", ""Le Mercure Grenoble Centre Alpotel est situé à proximité de la gare TGV, tandis que l'Alpexpo et le centre de conventions WTC sont facilement accessibles en tramway. ""]","5.70415636260971,45.1653078416455,5.75522760192886,45.2012386747917",Grenoble,45.183273258218605,5.729691982269285
494,ibis Grenoble Centre Bastille,https://www.booking.com/hotel/fr/ibis-grenoble-centre.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=53804603_246086695_2_2_0&highlighted_blocks=53804603_246086695_2_2_0&matching_block_id=53804603_246086695_2_2_0&sr_pri_blocks=53804603_246086695_2_2_0__19000&from=searchresults#hotelTmpl,"7,3","[""Situé dans le centre-ville de Grenoble, l'ibis Grenoble Centre Bastille propose une réception ouverte 24h/24 et un bar. Vous bénéficierez gratuitement d'une connexion Wi-Fi disponible dans l'ensemble de l'établissement. L'arrêt de tramway Victor Hugo se trouve juste devant l'hôtel et le téléphérique de la Bastille à 500 mètres."", ""Les chambres climatisées possèdent une télévision par câble à écran plat, une armoire, un bureau et un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gracieusement à votre disposition."", ""Un petit-déjeuner buffet, composé d'aliments sucrés et salés parmi lesquels des œufs, de la salade de fruits, des yaourts et des jus de fruits, est servi chaque matin. Des viennoiseries préparées sur place et des madeleines fraîches sont disponibles, ainsi qu'une boisson chaude et un fruit à emporter. Un petit-déjeuner plus léger est disponible à partir de 4h00."", ""L'hôtel propose un parking privé sur place, une bagagerie, la presse quotidienne et un ascenseur. La place Victor Hugo se trouve à 100 mètres. ""]","5.70087340208254,45.1725597656566,5.75195114821038,45.2084905988028",Grenoble,45.1905251822297,5.72641227514646
495,ibis Grenoble Gare,https://www.booking.com/hotel/fr/ibis-grenoble-gare.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=59906802_195054215_2_2_0&highlighted_blocks=59906802_195054215_2_2_0&matching_block_id=59906802_195054215_2_2_0&sr_pri_blocks=59906802_195054215_2_2_0__20300&from=searchresults#hotelTmpl,"7,6","[""Situé à seulement 200 mètres de la gare de Grenoble, l'ibis Grenoble Gare propose des chambres climatisées avec vue sur la montagne et connexion Wi-Fi gratuite. Il possède une réception ouverte 24h/24 et un bar. Il se trouve à 5 minutes à pied du centre-ville."", ""Décorées dans un style moderne, les chambres comprennent toutes une télévision par satellite à écran LCD. Chacune est insonorisée et dispose d'un téléphone, d'un bureau et d'une salle de bains privative avec sèche-cheveux."", ""Un petit-déjeuner buffet composé de plats sucrés et salés tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits est servi tous les jours. Des viennoiseries cuites sur place et des madeleines françaises fraîches sont également proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des heures normales de petit-déjeuner, vous pourrez également profiter d'une option plus légère, disponible à partir de 4h00. Des collations et des boissons peuvent être commandées à tout moment à la réception ouverte 24h/24."", ""Un parking privé est disponible sur place, moyennant des frais supplémentaires. Le musée de Grenoble se trouve à seulement 1 km et le fort de la Bastille à 2 km. Vous trouverez des restaurants français traditionnels à moins de 400 mètres.L'établissement se trouve à 1,5 km de l'autoroute A480. ""]","5.69185098695836,45.1749325868547,5.74293086264423,45.2108634200009",Grenoble,45.1928980034278,5.717390924801295
496,RARE : studio avec jardin proche gare/centre-ville,https://www.booking.com/hotel/fr/rare-studio-avec-jardin-proche-gare-centre-ville-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=800748901_341284028_2_0_0&highlighted_blocks=800748901_341284028_2_0_0&matching_block_id=800748901_341284028_2_0_0&sr_pri_blocks=800748901_341284028_2_0_0__14832&from=searchresults#hotelTmpl,,"[""Offrant une vue sur son jardin, le RARE: studio avec jardin proche gare/centre-ville est situé à Grenoble, à 400 mètres du WTC Grenoble et à 4,1 km d'AlpExpo. Cet appartement se trouve à 4,2 km du Summum et à 500 mètres de la place Victor Hugo."", ""Cet appartement comprend une chambre, une télévision par satellite à écran plat ainsi qu'une cuisine entièrement équipée avec un réfrigérateur, un four, un lave-linge et des plaques de cuisson. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à proximité de la Bastille de Grenoble, du stade des Alpes et de l'école de gestion GEM de Grenoble. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est implanté à 77 km. ""]","5.69229378139219,45.1721253367979,5.74337113765781,45.2080561699441",Grenoble,45.190090753370995,5.717832459525001
497,ibis Styles Grenoble Centre Gare,https://www.booking.com/hotel/fr/all-seasons-grenoble-centre-gare-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=27901705_246025057_2_33_0&highlighted_blocks=27901705_246025057_2_33_0&matching_block_id=27901705_246025057_2_33_0&sr_pri_blocks=27901705_246025057_2_33_0__24900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,0","[""L'hôtel ibis Styles Grenoble Centre Gare bénéficie d'un emplacement idéal, à seulement 300 mètres de la gare de Grenoble et 400 mètres du centre-ville historique. Il propose un hébergement contemporain avec climatisation et télévision à écran plat."", ""Dans la matinée, l'ibis Styles Grenoble Centre Gare sert un petit-déjeuner buffet complet. Vous pourrez prendre un verre au bar moderne, ouvert tous les jours. Des journaux sont à votre disposition."", ""Vous pourrez choisir entre des chambres et des suites. Tous les hébergements disposent de couettes et d'oreillers antistress. Leur salle de bains privative est pourvue d'une grande douche et d'un sèche-cheveux."", ""Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'ibis Styles Grenoble Centre Gare, dont la réception est ouverte 24h/24. ""]","5.69414092739492,45.1729299554258,5.74521900574298,45.208860788572",Grenoble,45.1908953719989,5.71967996656895
498,Spa Millénium,https://www.booking.com/hotel/fr/spa-millenium.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=661775801_270841198_2_0_0&highlighted_blocks=661775801_270841198_2_0_0&matching_block_id=661775801_270841198_2_0_0&sr_pri_blocks=661775801_270841198_2_0_0__26520&from=searchresults#hotelTmpl,"8,0","[""Situé à Grenoble, à seulement 2 km du World Trade Center Grenoble, le Spa Millénium propose un bar, un spa et centre de bien-être, ainsi qu'une réception ouverte 24h/24. Cet hébergement climatisé se trouve à 2,6 km d'AlpExpo."", 'Cet appartement comprend une chambre, une salle de bains, une cuisine bien équipée, une télévision à écran plat et un jacuzzi.', ""L'espace bien-être du Spa Millénium comprend un sauna et un bain à remous."", ""Vous séjournerez à proximité du stade des Alpes, de La Caserne de Bonne et du parc Paul Mistral. Enfin, l'aéroport de Grenoble-Isère, le plus proche, est implanté à 37 km du Spa Millénium. ""]","5.7046679896371,45.1601586834269,5.7557346103629,45.1960895165731",Grenoble,45.178124100000005,5.7302013
499,Park Hôtel Grenoble - MGallery,https://www.booking.com/hotel/fr/park-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=23559416_246086403_2_2_0&highlighted_blocks=23559416_246086403_2_2_0&matching_block_id=23559416_246086403_2_2_0&sr_pri_blocks=23559416_246086403_2_2_0__30360&from=searchresults#hotelTmpl,"8,9","[""Le Park Hôtel Grenoble - MGallery vous accueille dans le centre de Grenoble, au bord du parc Paul Mistral et à 2 minutes à pied d'un arrêt de tramway. Il propose des hébergements contemporains dotés d'une connexion Wi-Fi gratuite. Vous pourrez profiter d'un espace bien-être avec hammam, douche sensorielle et appareils de musculation."", ""Accessibles par un ascenseur, les chambres sont climatisées et spacieuses. Elles comprennent une télévision par satellite, à minibar gratuit ainsi qu'une salle de bains privative pourvue d'articles de toilette gratuits de la marque Clarins."", ""L'hôtel propose des repas dans son bar-salon ou dans votre chambre, à certains moments de la journée."", 'Vous rejoindrez le Palais des Sports en 5 minutes de marche et le World Trade Centre Grenoble en 10 minutes de tramway.', ""Une place de stationnement à tarif réduit pour une durée d'une nuit est à votre disposition à seulement 150 mètres. Enfin, vous trouverez des pistes de ski et des sentiers de randonnée en montagne à 30 minutes de route. ""]","5.70741219293273,45.1661358885381,5.75848417509401,45.2020667216843",Grenoble,45.1841013051112,5.73294818401337
500,Superb renovated and quiet loft For 4-Tram CE-city center #L6,https://www.booking.com/hotel/fr/superb-renovated-and-quiet-loft-for-4-tram-c-e-city-center-l3.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=533127602_265484919_4_0_0&highlighted_blocks=533127602_265484919_4_0_0&matching_block_id=533127602_265484919_4_0_0&sr_pri_blocks=533127602_265484919_4_0_0__19780&from=searchresults#hotelTmpl,"8,1","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Superb renovated and quiet loft For 4-Tram CE-city center #L6\xa0! "", ""Situé à Grenoble, à 1,1 km du WTC Grenoble, le Superb renovated and quiet loft For 4-Tram CE-city center #L6 propose un hébergement avec une terrasse, une connexion Wi-Fi gratuite et une réception ouverte 24h/24. Cet appartement se trouve à 6 km d'AlpExpo et à 2,4 km du stade des Alpes."", ""Cet appartement comprend une chambre, une télévision, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à proximité du téléphérique de Grenoble-Bastille, de l'école de gestion GEM de Grenoble et de la place Victor Hugo. L'aéroport de Grenoble-Isère, le plus proche, est implanté à 45 km. ""]","5.69100291843284,45.1714643834269,5.7420796815672,45.2073952165731",Grenoble,45.1894298,5.716541300000021
501,Superbspacious and quiet 4-rooms flat city center5 min walking gare #H9,https://www.booking.com/hotel/fr/superbe-et-vaste-t4-calme-en-centre-ville-h9-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=ed6341887dc94e4d2a8d9412354376f9&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=f62664515d320140&srepoch=1651500964&all_sr_blocks=502095202_265481865_6_0_0&highlighted_blocks=502095202_265481865_6_0_0&matching_block_id=502095202_265481865_6_0_0&sr_pri_blocks=502095202_265481865_6_0_0__32482&from=searchresults#hotelTmpl,"8,5","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Superbspacious and quiet 4-rooms flat city center5 min walking gare #H9\xa0! "", ""Le Superbspacious and quiet 4-rooms flat city center5 min walking gare #H9 est situé à Grenoble, à 6 km d'AlpExpo, à 2,3 km du stade des Alpes et à 4 km de la Bastille de Grenoble. Il est situé à moins de 1 km du WTC Grenoble et dispose d'une connexion Wi-Fi gratuite ainsi que d'une réception ouverte 24h/24."", ""Cet appartement comprend 3 chambres, une télévision, un lave-linge et une salle de bains pourvue d'une baignoire ou d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis."", ""Vous séjournerez à proximité du téléphérique de Grenoble-Bastille, de l'école de gestion GEM de Grenoble et de la place Victor Hugo. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est implanté à 90 km. ""]","5.69264348726555,45.1739852834269,5.74372251273435,45.2099161165731",Grenoble,45.1919507,5.71818299999995
502,Appart'City La Rochelle,https://www.booking.com/hotel/fr/appart-city-cap-affaires-la-rochelle.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=d44e784164529cf362af43e40fdaba07&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8d51647f58420388&srepoch=1651501057&all_sr_blocks=22870022_145653824_0_2_0&highlighted_blocks=22870022_145653824_0_2_0&matching_block_id=22870022_145653824_0_2_0&sr_pri_blocks=22870022_145653824_0_2_0__16796&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,3","[""L’Appart'City La Rochelle se trouve à 10 minutes à pied de la gare de La Rochelle ainsi qu'à 15 minutes du Vieux-Port et de la vieille ville. Il propose des hébergements contemporains avec un coin salon et une télévision à écran LCD."", ""Les appartements et studios comprennent une connexion Wi-Fi gratuite. Certains comportent une terrasse privée. Leur kitchenette est équipée d'un micro-ondes et d'un réfrigérateur."", ""La résidence sert un petit-déjeuner buffet composé d'une variété de pains, dont du pain sans gluten, de viennoiseries ainsi que de boissons chaudes et froides. De la salade de fruits, des fruits frais, du fromage et des yaourts sont également proposés. De plus, vous pourrez profiter de journaux et d'un distributeur automatique de boissons à la réception."", 'L’Appart’city met des parkings extérieur et souterrain à votre disposition. Vous séjournerez à 15 minutes en voiture de l’aéroport de La Rochelle. Enfin, vous aurez la possibilité de visiter l’île de Ré, à 15 km. ']","-1.166996170089,46.1404812771355,-1.1150272597816,46.1764121102817",La Rochelle,46.1584466937086,-1.1410117149353
503,Maisons du Monde Hôtel & Suites - La Rochelle Vieux Port,https://www.booking.com/hotel/fr/inter-saint-jean-d-acre.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AteltJMGwAIB0gIkNWRiMWNlNDItZTlkNy00NTM2LThiYmMtMWNhMjY2NGE2YzVm2AIF4AIB&sid=d44e784164529cf362af43e40fdaba07&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-02&checkout=2022-05-04&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=8d51647f58420388&srepoch=1651501057&all_sr_blocks=17233419_344409291_2_2_0&highlighted_blocks=17233419_344409291_2_2_0&matching_block_id=17233419_344409291_2_2_0&sr_pri_blocks=17233419_344409291_2_2_0__24812&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4","['Cet établissement est à 6 minutes à pied de la plage. L’établissement Maisons du Monde Hôtel & Suites - La Rochelle Vieux Port vous accueille dans la ville de La Rochelle, sur le vieux port. Une connexion Wi-Fi gratuite est accessible dans l’ensemble de ses locaux.', 'L’hôtel propose des chambres confortables dotées de la climatisation, d’une salle de bains privative et d’une télévision à écran plat avec les chaînes Canal+, beIN Sports et Eurosport.', 'Le petit-déjeuner est servi de 7h00 à 11h00.', ""L'établissement Maisons du Monde Hôtel & Suites - La Rochelle Vieux Port se trouve à proximité de nombreux restaurants et à quelques minutes à pied du quartier historique, de la plage et des attractions de La Rochelle. Vous profiterez également d’un accès facile à l’île de Ré et à l’île d’Oléron. ""]","-1.18041822091694,46.1382276271833,-1.12845143898373,46.1741584603295",La Rochelle,46.1561930437564,-1.1544348299503349
